time,ax,ay,az,gx,gy,gz,8.52469000e+05,1.76025495e-01,9.62935984e-02,4.17441018e-02,2.50000000e-01,-1.25000000e-01,-6.25000000e-02,2.50271358e+01,1.57875000e+02,-8.88750000e+01,1.78937500e+02,1.93335228e+01,3.14150000e+00,3.14150000e+00,3.14150000e+00,1.00000000e+00,1.00000000e+03,3.98609757e+00,
3.14150000e+00,-1.00000000e+00,3.14150000e+00,3.14150000e+00,3.14150000e+00,-3.66538620e+01,3.14150000e+00,3.14150000e+00,3.14150000e+00,-2.80000000e+01,8.52520000e+05,1.74671993e-01,7.51416013e-02,-1.85320992e-02,1.25000000e-01,1.25000000e-01,6.25000000e-02,2.50271358e+01,1.57875000e+02,-8.88125000e+01,1.78937500e+02,2.13311443e+01,3.14150000e+00,3.14150000e+00,3.14150000e+00,1.00000000e+00,1.00000000e+03,3.98609757e+00,
3.14150000e+00,-1.00000000e+00,3.14150000e+00,3.14150000e+00,3.14150000e+00,-3.66546059e+01,3.14150000e+00,3.14150000e+00,3.14150000e+00,-2.80000000e+01,8.52570000e+05,1.60220698e-01,5.78984991e-02,-8.78109969e-03,0.00000000e+00,-6.25000000e-02,6.25000000e-02,2.50405807e+01,1.57812500e+02,-8.88125000e+01,1.78937500e+02,1.97409840e+01,3.14150000e+00,3.14150000e+00,3.14150000e+00,1.00000000e+00,1.00000000e+03,3.98609757e+00,
3.14150000e+00,-1.00000000e+00,3.14150000e+00,3.14150000e+00,3.14150000e+00,-3.66543388e+01,3.14150000e+00,3.14150000e+00,3.14150000e+00,-2.80000000e+01,8.52620000e+05,1.60225406e-01,5.78985997e-02,-8.69380031e-03,0.00000000e+00,-1.25000000e-01,6.25000000e-02,2.50361004e+01,1.57812500e+02,-8.88125000e+01,1.78937500e+02,2.08259315e+01,3.14150000e+00,3.14150000e+00,3.14150000e+00,1.00000000e+00,1.00000000e+03,3.98609757e+00,
3.14150000e+00,-1.00000000e+00,3.14150000e+00,3.14150000e+00,3.14150000e+00,-3.66543770e+01,3.14150000e+00,3.14150000e+00,3.14150000e+00,-2.70000000e+01,8.52670000e+05,1.47101104e-01,6.31567985e-02,-8.51310045e-03,-1.25000000e-01,2.50000000e-01,1.25000000e-01,2.50316181e+01,1.57812500e+02,-8.88125000e+01,1.78937500e+02,2.02461700e+01,3.14150000e+00,3.14150000e+00,3.14150000e+00,1.00000000e+00,1.00000000e+03,3.99902439e+00,
3.14150000e+00,-1.00000000e+00,3.14150000e+00,3.14150000e+00,3.14150000e+00,-3.66543961e+01,3.14150000e+00,3.14150000e+00,3.14150000e+00,-2.80000000e+01,8.52720000e+05,1.56298697e-01,6.70913979e-02,-8.33410025e-03,6.25000000e-02,0.00000000e+00,6.25000000e-02,2.50361004e+01,1.57812500e+02,-8.88125000e+01,1.78937500e+02,2.11588955e+01,3.14150000e+00,3.14150000e+00,3.14150000e+00,1.00000000e+00,1.00000000e+03,3.98609757e+00,
3.14150000e+00,-1.00000000e+00,3.14150000e+00,3.14150000e+00,3.14150000e+00,-3.66546135e+01,3.14150000e+00,3.14150000e+00,3.14150000e+00,-2.70000000e+01,8.52771000e+05,1.37869999e-01,5.88091984e-02,1.15472004e-02,6.25000000e-02,1.87500000e-01,0.00000000e+00,2.50271358e+01,1.57812500e+02,-8.87500000e+01,1.78937500e+02,2.13311443e+01,3.14150000e+00,3.14150000e+00,3.14150000e+00,1.00000000e+00,1.00000000e+03,3.98609757e+00,
3.14150000e+00,-1.00000000e+00,3.14150000e+00,3.14150000e+00,3.14150000e+00,-3.66543236e+01,3.14150000e+00,3.14150000e+00,3.14150000e+00,-2.80000000e+01,8.52821000e+05,1.28700197e-01,5.50814010e-02,1.51710003e-03,1.25000000e-01,1.25000000e-01,0.00000000e+00,2.50450630e+01,1.57812500e+02,-8.87500000e+01,1.78937500e+02,2.13196316e+01,3.14150000e+00,3.14150000e+00,3.14150000e+00,1.00000000e+00,1.00000000e+03,3.99902439e+00,
3.14150000e+00,-1.00000000e+00,3.14150000e+00,3.14150000e+00,3.14150000e+00,-3.66542511e+01,3.14150000e+00,3.14150000e+00,3.14150000e+00,-2.80000000e+01,8.52871000e+05,1.47085607e-01,6.29492998e-02,1.79350004e-03,0.00000000e+00,0.00000000e+00,-6.25000000e-02,2.50495453e+01,1.57812500e+02,-8.87500000e+01,1.78937500e+02,1.99016762e+01,3.14150000e+00,3.14150000e+00,3.14150000e+00,1.00000000e+00,1.00000000e+03,3.98609757e+00,
3.14150000e+00,-1.00000000e+00,3.14150000e+00,3.14150000e+00,3.14150000e+00,-3.66541710e+01,3.14150000e+00,3.14150000e+00,3.14150000e+00,-2.70000000e+01,8.52921000e+05,1.32598594e-01,4.56793010e-02,1.14457002e-02,0.00000000e+00,0.00000000e+00,6.25000000e-02,2.50450630e+01,1.57812500e+02,-8.87500000e+01,1.78937500e+02,2.06536865e+01,3.14150000e+00,3.14150000e+00,3.14150000e+00,1.00000000e+00,1.00000000e+03,3.99902439e+00,
3.14150000e+00,-1.00000000e+00,3.14150000e+00,3.14150000e+00,3.14150000e+00,-3.66537971e+01,3.14150000e+00,3.14150000e+00,3.14150000e+00,-2.70000000e+01,8.52971000e+05,9.73050967e-02,5.31056002e-02,-2.84873005e-02,6.25000000e-02,1.25000000e-01,1.25000000e-01,2.50450630e+01,1.57812500e+02,-8.87500000e+01,1.78937500e+02,1.99877987e+01,3.14150000e+00,3.14150000e+00,3.14150000e+00,1.00000000e+00,1.00000000e+03,3.98609757e+00,
3.14150000e+00,-1.00000000e+00,3.14150000e+00,3.14150000e+00,3.14150000e+00,-3.66538391e+01,3.14150000e+00,3.14150000e+00,3.14150000e+00,-2.70000000e+01,8.53022000e+05,-1.40652597e-01,1.23743199e-01,5.20044006e-02,1.37500000e+00,1.37500000e+00,1.62500000e+00,2.50450630e+01,1.57812500e+02,-8.87500000e+01,1.78937500e+02,1.99877987e+01,3.14150000e+00,3.14150000e+00,3.14150000e+00,1.00000000e+00,1.00000000e+03,3.98609757e+00,
